compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,species,spin_d_carbon,spin_d_metal,egap,thermal_expansion,debye_temperature,formation_enthalpy,natoms,volume_cell,lattice_parameter,bulk_modulus,poissons_ratio,shear_modulus,youngs_modulus,thermal_conductivity
C1Tl1,aflow:08ab16fce5f5c852,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/4,225,cF8,"['C', 'Tl']",0.0,0.0,,,,2.10551,2,31.9901,5.039164428541337,,,,,
C1Tl1,aflow:50a5847f088308f0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/201,225,cF8,"['C', 'Tl']",0.0,0.0,,,,2.10549,2,31.9911,5.039216935534874,,,,,
C1Tl1,aflow:87aa7a76ded20ac3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/720.AB,225,cF8,"['C', 'Tl']",0.0,0.0,,,,2.10549,2,31.9911,5.039216935534874,,,,,
C1Tl1,aflow:e58dcd46603ab245,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/720.BA,225,cF8,"['C', 'Tl']",0.0,0.0,,,,2.10549,2,31.9911,5.039216935534874,,,,,
C1V1,aflow:8b5f884504829e1b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/201,225,cF8,"['C', 'V']",0.0,0.0,,1.9637e-05,923.975,-0.417541,2,18.0465,4.1637469322919545,304.739,0.220996,208.903,510.14,87.7031
C1V1,aflow:8e76017762757622,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/ICSD_22263.AB,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.417541,2,18.0465,4.1637469322919545,,,,,
C1V1,aflow:c022bd1db7c1886c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/720.AB,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.417541,2,18.0462,4.163723859840206,,,,,
C1V1,aflow:c847914e3c1cfe89,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/720.BA,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.417541,2,18.0462,4.163723859840206,,,,,
C1V1,aflow:ddddd47e0d1a9920,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/4,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.417512,2,18.046,4.163708478063649,,,,,
C1W1,aflow:3ba33e48dfe4bc47,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/ICSD_162417.AB,225,cF8,"['C', 'W']",0.0,0.0,,,,0.323249,2,21.1583,4.3904960151315375,,,,,
C1W1,aflow:3f3f90aa4d09e98b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/201,225,cF8,"['C', 'W']",0.0,0.0,,1.99439e-05,470.028,0.323249,2,21.1583,4.3904960151315375,364.103,0.319009,149.884,395.396,34.3509
C1W1,aflow:52a41a645fcadd87,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/720.BA,225,cF8,"['C', 'W']",0.0,0.0,,,,0.323249,2,21.1583,4.3904960151315375,,,,,
C1W1,aflow:c69489fa75f20757,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/4,225,cF8,"['C', 'W']",0.0,0.0,,,,0.323272,2,21.1552,4.390281580726517,,,,,
C1W1,aflow:d271a00fd1507c60,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/720.AB,225,cF8,"['C', 'W']",0.0,0.0,,,,0.323249,2,21.1583,4.3904960151315375,,,,,
C1Y1,aflow:11d5b81bac418806,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/720.AB,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0365415,2,33.0572,5.094583509956886,,,,,
C1Y1,aflow:18f2996d8a7a43b1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/201,225,cF8,"['C', 'Y']",0.0,0.0,,3.7985e-05,460.023,0.0365415,2,33.0572,5.094583509956886,123.689,0.274763,65.5633,167.156,19.9858
C1Y1,aflow:2f8e92a208357168,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/4,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.036549,2,33.0637,5.0949174021458825,,,,,
C1Y1,aflow:9e2da810bd4f6d2e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/720.BA,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0365415,2,33.0571,5.094578372812132,,,,,
C1Zn1,aflow:17cb7abd40129e04,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/720.AB,225,cF8,"['C', 'Zn']",0.0,0.0,,,,1.64964,2,21.3177,4.401493983031328,,,,,
C1Zn1,aflow:217a6e466b8990d7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/201,225,cF8,"['C', 'Zn']",0.0,0.0,,,,1.64964,2,21.3177,4.401493983031328,,,,,
C1Zn1,aflow:7849839d99bed0b5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/720.BA,225,cF8,"['C', 'Zn']",0.0,0.0,,,,1.64964,2,21.3174,4.401473335800949,,,,,
C1Zn1,aflow:a365464a2a371255,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/4,225,cF8,"['C', 'Zn']",0.0,0.0,,,,1.64965,2,21.3229,4.4018518375836315,,,,,
C1Zr1,aflow:139a4974beb024ec,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_22264.AB,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812487,2,26.351,4.723736866429075,,,,,
C1Zr1,aflow:196e8a1e0249f742,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/720.AB,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812487,2,26.3505,4.723706989215409,,,,,
C1Zr1,aflow:2d34e17f5c983d0d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_658395.AB,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812487,2,26.3505,4.723706989215409,,,,,
C1Zr1,aflow:32da3360c9350611,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_180599.AB,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812487,2,26.351,4.723736866429075,,,,,
C1Zr1,aflow:76e9f97c3614e253,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/720.BA,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812487,2,26.351,4.723736866429075,,,,,
C1Zr1,aflow:7ca0fe0542dac41b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_159874.AB,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812487,2,26.351,4.723736866429075,,,,,
C1Zr1,aflow:7dc8ce524d17e0a9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/201,225,cF8,"['C', 'Zr']",0.0,0.0,,2.19512e-05,675.947,-0.812487,2,26.3505,4.723706989215409,217.05,0.209052,156.693,378.901,67.4176
C1Zr1,aflow:adaff3187a25ec87,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_181094.AB,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812455,2,26.3457,4.723420148732455,,,,,
C1Zr1,aflow:e6faac995f3e7356,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_658333.AB,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812487,2,26.3505,4.723706989215409,,,,,
C2Ca2,aflow:0a7e96f695c2615c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCa_sv/196,225,cF8,"['C', 'Ca']",0.814,0.135,,,,1.13104,4,73.8455,5.2858886512447185,,,,,
C2Ca2,aflow:44f6c5e523c366e3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCa_sv/197,225,cF8,"['C', 'Ca']",0.814,0.135,,,,1.13123,4,73.8482,5.285953072797923,,,,,
C2Ca2,aflow:610fa7e18338c4da,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCa_sv/20,225,cF8,"['C', 'Ca']",0.815,0.135,,,,1.13167,4,73.8341,5.285616631817888,,,,,
C2Ca2,aflow:889b2203aab52f32,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCa_sv/71,225,cF8,"['C', 'Ca']",0.814,0.135,,,,1.13128,4,73.8278,5.285466293279953,,,,,
C2Ca2,aflow:90fe129209b882d2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCa_sv/77,225,cF8,"['C', 'Ca']",0.816,0.135,,,,1.13142,4,73.8516,5.286034194001682,,,,,
C2Ca2,aflow:eedc01c26981e25f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCa_sv/14,225,cF8,"['C', 'Ca']",0.814,0.135,,,,1.13128,4,73.8477,5.285941142999132,,,,,
C2Cd2,aflow:a99578f894f05c12,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCd/77,225,cF8,"['C', 'Cd']",0.0,0.0,,,,1.97681,4,57.1881,4.854135417859789,,,,,
C2Cd2,aflow:f5944b51ff62fae0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCd/20,225,cF8,"['C', 'Cd']",0.0,0.0,,,,1.97784,4,57.1917,4.854237271921705,,,,,
C2Cr2,aflow:639cc4782c24eb51,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCr_pv/119,225,cF8,"['C', 'Cr']",-0.119,1.447,,,,0.159307,4,34.6475,4.107402846085805,,,,,
C2Fe2,aflow:1872df32b6410aec,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CFe_pv/448,225,cF8,"['C', 'Fe']",0.0,0.0,,,,0.598168,4,31.8429,3.9934434253710007,,,,,
C2Fe2,aflow:303953a0dc391155,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CFe_pv/447,225,cF8,"['C', 'Fe']",0.0,0.0,,,,0.59817,4,31.8428,3.993439245006769,,,,,
C2Fe2,aflow:329fe0f42f8ad6c7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CFe_pv/71,225,cF8,"['C', 'Fe']",0.0,0.0,,,,0.598132,4,31.852,3.9938238018857484,,,,,
C2Fe2,aflow:8d2090c8a67ec61d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CFe_pv/20,225,cF8,"['C', 'Fe']",0.0,0.0,,,,0.598219,4,31.8563,3.994003515034109,,,,,
C2Fe2,aflow:94fb988bc694e55a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CFe_pv/14,225,cF8,"['C', 'Fe']",0.0,0.0,,,,0.598263,4,31.8514,3.993798724346633,,,,,
C2Fe2,aflow:a2e3cd3e44cae635,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CFe_pv/197,225,cF8,"['C', 'Fe']",0.0,0.0,,,,0.598075,4,31.8509,3.993777826156796,,,,,
C2Fe2,aflow:cebc300a72095f21,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CFe_pv/119,225,cF8,"['C', 'Fe']",0.0,0.0,,,,0.598323,4,31.8423,3.9934183430543286,,,,,
C2Ga2,aflow:076b845d20d8c174,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CGa_h/14,225,cF8,"['C', 'Ga']",0.0,0.0,,,,1.21505,4,42.4522,4.395180673725506,,,,,
C2Ga2,aflow:c94b9007fc61b3a1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CGa_h/77,225,cF8,"['C', 'Ga']",0.0,0.0,,,,1.21433,4,42.3304,4.390973229431432,,,,,
C2Ge2,aflow:17f4808b7d951733,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CGe_h/77,225,cF8,"['C', 'Ge']",0.0,0.0,,,,1.28033,4,42.2161,4.387017517148167,,,,,
C2Ge2,aflow:3f85cdc3bec4eea1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CGe_h/447,225,cF8,"['C', 'Ge']",0.0,0.0,,,,1.28348,4,42.246,4.388052989933808,,,,,
C2Ge2,aflow:53bc980e1eb57316,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CGe_h/20,225,cF8,"['C', 'Ge']",0.0,0.0,,,,1.2811,4,42.3384,4.391249827913378,,,,,
C2Ge2,aflow:6afe56a4ea8f9f74,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CGe_h/448,225,cF8,"['C', 'Ge']",0.0,0.0,,,,1.28351,4,42.2209,4.387183779830269,,,,,
C2Hf2,aflow:01d96dc96519d55c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/77,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.947689,4,50.2449,4.649154661918268,,,,,
C2Hf2,aflow:09ab9dc5fa979be7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/119,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.94735,4,50.2944,4.650680903873968,,,,,
C2Hf2,aflow:2b14cf71a7951ed1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/197,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.950431,4,50.3197,4.651460596396738,,,,,
C2Hf2,aflow:389d107fac096514,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/447,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.947798,4,50.2609,4.649648102248225,,,,,
C2Hf2,aflow:715ce044238d8935,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/196,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.950347,4,50.3505,4.65240943463256,,,,,
C2Hf2,aflow:745aecd39a3fec02,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/20,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.946908,4,50.298,4.6507918642181485,,,,,
C2Hf2,aflow:8b886828ffab0d43,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/14,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.945205,4,50.3325,4.651854965785474,,,,,
C2Hf2,aflow:9bf8b7b2aa7dd29b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/71,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.950372,4,50.2751,4.65008594283674,,,,,
C2Hf2,aflow:cb73433ec7351bfc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/74,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.946854,4,50.3383,4.652033642402661,,,,,
C2Hf2,aflow:f93ac81feccdd7ee,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/448,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.947793,4,50.3042,4.650982950178211,,,,,
C2Hg2,aflow:5175aff49799ea88,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHg/119,225,cF8,"['C', 'Hg']",0.0,0.0,,,,2.30279,4,59.1734,4.909668539919687,,,,,
C2Hg2,aflow:9463a184769fad46,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHg/20,225,cF8,"['C', 'Hg']",0.0,0.0,,,,2.29976,4,59.1598,4.909292376484613,,,,,
C2Hg2,aflow:c202e93e4412439e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHg/14,225,cF8,"['C', 'Hg']",0.0,0.0,,,,2.30376,4,59.1645,4.909422380660651,,,,,
C2Hg2,aflow:cf7a175e61cce122,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHg/448,225,cF8,"['C', 'Hg']",0.0,0.0,,,,2.3026,4,59.2062,4.910575520549542,,,,,
C2In2,aflow:773e804b2fc488c1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/20,225,cF8,"['C', 'In']",0.0,0.0,,,,1.49519,4,56.3544,4.830431657729555,,,,,
C2In2,aflow:adf8ab2d43e8c362,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/119,225,cF8,"['C', 'In']",0.0,0.0,,,,1.49574,4,56.3398,4.83001447413529,,,,,
C2In2,aflow:e600a23b1cda40d6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/448,225,cF8,"['C', 'In']",0.0,0.0,,,,1.4953,4,56.3411,4.830051623542532,,,,,
C2In2,aflow:f0f05f8b34dd5e18,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/447,225,cF8,"['C', 'In']",0.0,0.0,,,,1.4953,4,56.3374,4.82994588911284,,,,,
C2K2,aflow:230dc98eb5426dc1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/14,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30599,4,117.982,6.179432365483089,,,,,
C2K2,aflow:2a9334a23a5531da,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/197,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30601,4,118.005,6.179833889189419,,,,,
C2K2,aflow:2db2e66de931a385,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/448,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30607,4,117.874,6.177546251676974,,,,,
C2K2,aflow:6dece7528ec0d7e6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/20,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30599,4,118.028,6.180235360725954,,,,,
C2K2,aflow:80d575e6c7693747,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/119,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30599,4,118.011,6.179938625923518,,,,,
C2K2,aflow:8c1ac9ac5c4a39e5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/71,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30611,4,117.984,6.179467282659429,,,,,
C2K2,aflow:8c25ebe0d9efc629,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/77,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30598,4,117.975,6.179310152258297,,,,,
C2K2,aflow:b22472710e93cd3d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/447,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30606,4,118.086,6.18124753566519,,,,,
C2K2,aflow:c37a41a8b4776129,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/196,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30601,4,117.935,6.17861169821759,,,,,
C2K2,aflow:f6e88640ca0f7a9d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/74,225,cF8,"['C', 'K']",1.219,0.066,,,,2.306,4,117.921,6.178367201992798,,,,,
C2Mg2,aflow:33ba4bb2a98a9a29,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/196,225,cF8,"['C', 'Mg']",0.0,0.0,,,,1.32389,4,49.3877,4.6225639959655345,,,,,
C2Mg2,aflow:7b3f773da3331c20,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/197,225,cF8,"['C', 'Mg']",0.0,0.0,,,,1.32518,4,49.3856,4.62249847680467,,,,,
C2Mg2,aflow:bde50b7c262c8d62,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/14,225,cF8,"['C', 'Mg']",0.003,0.0,,,,1.32579,4,49.3952,4.622797977808282,,,,,
C2Mg2,aflow:dbe28badb973057b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/77,225,cF8,"['C', 'Mg']",0.004,0.0,,,,1.32624,4,49.3732,4.622111563891457,,,,,
C2Mn2,aflow:0d6d1baf4d261ae4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/197,225,cF8,"['C', 'Mn']",-0.14,2.112,,,,0.308829,4,34.1312,4.086898492165869,,,,,
C2Mn2,aflow:1e6dfe21c47cd622,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/448,225,cF8,"['C', 'Mn']",-0.141,2.019,,,,0.309429,4,33.9624,4.080149936819744,,,,,
C2Mn2,aflow:44fd6695de2f4772,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/196,225,cF8,"['C', 'Mn']",-0.14,2.118,,,,0.309065,4,34.1529,4.087764434070389,,,,,
C2Mn2,aflow:8db72812f86d21f5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/14,225,cF8,"['C', 'Mn']",-0.144,2.067,,,,0.309173,4,34.0516,4.083718895519277,,,,,
C2Mn2,aflow:92c77174c3690a9b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/77,225,cF8,"['C', 'Mn']",-0.143,2.058,,,,0.310319,4,34.0396,4.083239129669924,,,,,
C2Mn2,aflow:9c2dcf0c740b2593,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/20,225,cF8,"['C', 'Mn']",-0.14,2.123,,,,0.309837,4,34.1689,4.08840268167695,,,,,
C2Mn2,aflow:b01b47cc68a9d541,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/119,225,cF8,"['C', 'Mn']",-0.141,2.074,,,,0.309217,4,34.0647,4.0842425112353435,,,,,
C2Mn2,aflow:bfab11e64c5e4171,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/71,225,cF8,"['C', 'Mn']",-0.14,2.114,,,,0.308948,4,34.1388,4.087201813109906,,,,,
C2Mo2,aflow:d5f4eb021a4814d2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMo_pv/119,225,cF8,"['C', 'Mo']",0.0,0.0,,,,0.214948,4,42.0882,4.382582659821558,,,,,
C2Nb2,aflow:060ed80564c41004,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/74,225,cF8,"['C', 'Nb']",0.0,0.0,,,,-0.544209,4,44.9643,4.480219350441928,,,,,
C2Nb2,aflow:25e1b79d8760d8a7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/14,225,cF8,"['C', 'Nb']",0.0,0.0,,,,-0.549057,4,45.0754,4.483906297454384,,,,,
C2Nb2,aflow:491f9544a6590044,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/448,225,cF8,"['C', 'Nb']",0.0,0.0,,,,-0.544519,4,45.1527,4.486467990479262,,,,,
C2Nb2,aflow:5eb44ddd40c67f1f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/119,225,cF8,"['C', 'Nb']",0.0,0.0,,,,-0.544139,4,45.0302,4.482407029215849,,,,,
C2Nb2,aflow:949b754227969d87,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/71,225,cF8,"['C', 'Nb']",0.0,0.0,,,,-0.548568,4,45.1003,4.48473179365611,,,,,
C2Nb2,aflow:dd0352003ba2c355,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/77,225,cF8,"['C', 'Nb']",0.0,0.0,,,,-0.544726,4,45.0106,4.481756592193793,,,,,
C2Nb2,aflow:f28a67c9eeeb0e09,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/20,225,cF8,"['C', 'Nb']",0.0,0.0,,,,-0.54387,4,44.9747,4.480564740669069,,,,,
C2Pb2,aflow:5ec8c8ab2a536e68,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/448,225,cF8,"['C', 'Pb']",0.0,0.0,,,,1.81135,4,66.3277,5.100056387945045,,,,,
C2Pb2,aflow:5f380137dd881c6a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/20,225,cF8,"['C', 'Pb']",0.0,0.0,,,,1.80963,4,66.1156,5.094614332607851,,,,,
C2Pb2,aflow:dffb3aac8bb95e6d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/119,225,cF8,"['C', 'Pb']",0.0,0.0,,,,1.8096,4,66.3227,5.099928231721067,,,,,
C2Pb2,aflow:f43184b6ad0ac1ca,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/77,225,cF8,"['C', 'Pb']",0.0,0.0,,,,1.81402,4,66.2756,5.098720683856874,,,,,
C2Rb2,aflow:04f1c251b6808e86,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/71,225,cF8,"['C', 'Rb']",1.208,0.074,,,,2.30436,4,136.104,6.4808747485467615,,,,,
C2Rb2,aflow:0639a67d14db49eb,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/196,225,cF8,"['C', 'Rb']",1.209,0.075,,,,2.30218,4,135.879,6.477301497955532,,,,,
C2Rb2,aflow:0833aa3dcc42548a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/119,225,cF8,"['C', 'Rb']",1.208,0.074,,,,2.30427,4,136.136,6.481382624241769,,,,,
C2Rb2,aflow:3eff9af62de9ee47,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/447,225,cF8,"['C', 'Rb']",1.208,0.074,,,,2.30416,4,136.078,6.480462040925344,,,,,
C2Rb2,aflow:6a570386f19ad726,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/77,225,cF8,"['C', 'Rb']",1.208,0.074,,,,2.30426,4,136.068,6.480303293226936,,,,,
C2Rb2,aflow:96f5bb32aad385db,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/74,225,cF8,"['C', 'Rb']",1.208,0.074,,,,2.30427,4,136.085,6.4805731596868,,,,,
C2Rb2,aflow:b57b46426e2b0f46,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/448,225,cF8,"['C', 'Rb']",1.208,0.075,,,,2.30429,4,136.036,6.479795248318826,,,,,
C2Rb2,aflow:b5d9ed5385d3859b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/14,225,cF8,"['C', 'Rb']",1.208,0.074,,,,2.30425,4,136.108,6.480938237361786,,,,,
C2Rb2,aflow:ec784392af1e694c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/197,225,cF8,"['C', 'Rb']",1.208,0.074,,,,2.30431,4,136.109,6.480954109371185,,,,,
C2Sc2,aflow:18e3a4ca764181e4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/14,225,cF8,"['C', 'Sc']",0.002,0.001,,,,-0.135792,4,51.4882,4.6871901069206645,,,,,
C2Sc2,aflow:48a9c701ec25a8df,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/447,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.141912,4,51.4476,4.685957785991849,,,,,
C2Sc2,aflow:4a3666c689f30e41,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/119,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.139065,4,51.4734,4.686740961541344,,,,,
C2Sc2,aflow:6a9a7d74c28b8b2f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/71,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.138687,4,51.4397,4.685717924064481,,,,,
C2Sc2,aflow:980a359388e8ca3e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/448,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.141912,4,51.446,4.685909208344026,,,,,
C2Sc2,aflow:ba1bb960b115401e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/20,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.14274,4,51.4357,4.685596465621953,,,,,
