compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,species,enthalpy_formation_atom
C2Hg2,aflow:cf7a175e61cce122,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHg/448,225,cF8,"['C', 'Hg']",2.3026
C1Hg1,aflow:d6cd76bd3a607679,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHg/201,225,cF8,"['C', 'Hg']",2.2987
C1I1,aflow:559666edd309e87d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CI/201,225,cF8,"['C', 'I']",2.49298
C1I1,aflow:75068cec34fa4d96,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CI/720.BA,225,cF8,"['C', 'I']",2.49298
C1I1,aflow:c5be72f58b1538e5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CI/720.AB,225,cF8,"['C', 'I']",2.49297
C1I1,aflow:ff06ab80e2d21152,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CI/4,225,cF8,"['C', 'I']",2.49299
C1In1,aflow:39cab9b93e27a161,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/77,225,cF8,"['C', 'In']",1.49652
C1In1,aflow:6991092ddebaa81e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/4,225,cF8,"['C', 'In']",1.49653
C1In1,aflow:738b567776da763b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/720.BA,225,cF8,"['C', 'In']",1.49652
C2In2,aflow:773e804b2fc488c1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/20,225,cF8,"['C', 'In']",1.49519
C1In1,aflow:81c180ab546e0b67,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/720.AB,225,cF8,"['C', 'In']",1.49652
C1In1,aflow:8880c67daee5ffb5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/201,225,cF8,"['C', 'In']",1.49652
C2In2,aflow:adf8ab2d43e8c362,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/119,225,cF8,"['C', 'In']",1.49574
C2In2,aflow:e600a23b1cda40d6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/448,225,cF8,"['C', 'In']",1.4953
C1In1,aflow:e891422ce887a1e7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/136,225,cF8,"['C', 'In']",1.49652
C2In2,aflow:f0f05f8b34dd5e18,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIn_d/447,225,cF8,"['C', 'In']",1.4953
C1Ir1,aflow:944cf44ffafdc0a7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIr/720.BA,225,cF8,"['C', 'Ir']",1.43596
C1Ir1,aflow:b90d2c6bc8294279,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIr/720.AB,225,cF8,"['C', 'Ir']",1.43596
C1Ir1,aflow:f6209e0665124471,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CIr/201,225,cF8,"['C', 'Ir']",1.43596
C1K1,aflow:07b2ecb2ddd2bbb3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/201,225,cF8,"['C', 'K']",2.30599
C2K2,aflow:230dc98eb5426dc1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/14,225,cF8,"['C', 'K']",2.30599
C4K4,aflow:23c91884ee41bec1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/256,225,cF8,"['C', 'K']",2.30599
C2K2,aflow:2a9334a23a5531da,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/197,225,cF8,"['C', 'K']",2.30601
C2K2,aflow:2db2e66de931a385,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/448,225,cF8,"['C', 'K']",2.30607
C3K3,aflow:39b23367f95e21da,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/136,225,cF8,"['C', 'K']",2.30597
C2K2,aflow:6dece7528ec0d7e6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/20,225,cF8,"['C', 'K']",2.30599
C2K2,aflow:80d575e6c7693747,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/119,225,cF8,"['C', 'K']",2.30599
C2K2,aflow:8c25ebe0d9efc629,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/77,225,cF8,"['C', 'K']",2.30598
C2K2,aflow:8c1ac9ac5c4a39e5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/71,225,cF8,"['C', 'K']",2.30611
C1K1,aflow:9055a2afc751d575,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/720.AB,225,cF8,"['C', 'K']",2.30599
C2K2,aflow:b22472710e93cd3d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/447,225,cF8,"['C', 'K']",2.30606
C2K2,aflow:c37a41a8b4776129,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/196,225,cF8,"['C', 'K']",2.30601
C1K1,aflow:c9e46f7621aeeb6b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/4,225,cF8,"['C', 'K']",2.30599
C1K1,aflow:dc6a65a0692e9afc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/720.BA,225,cF8,"['C', 'K']",2.30599
C2K2,aflow:f6e88640ca0f7a9d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/74,225,cF8,"['C', 'K']",2.306
C1Li1,aflow:417c0ce5749ebe2a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CLi_sv/720.BA,225,cF8,"['C', 'Li']",1.98438
C1Li1,aflow:4900091ee53982e0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CLi_sv/201,225,cF8,"['C', 'Li']",1.98438
C1Li1,aflow:b99c35c18ed179a3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CLi_sv/720.AB,225,cF8,"['C', 'Li']",1.98438
C2Mg2,aflow:33ba4bb2a98a9a29,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/196,225,cF8,"['C', 'Mg']",1.32389
C1Mg1,aflow:62fdf8cac7168ec9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/720.BA,225,cF8,"['C', 'Mg']",1.32484
C1Mg1,aflow:6465f407b8240d4a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/201,225,cF8,"['C', 'Mg']",1.32484
C2Mg2,aflow:7b3f773da3331c20,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/197,225,cF8,"['C', 'Mg']",1.32518
C1Mg1,aflow:b6f37e9dda4ce936,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/720.AB,225,cF8,"['C', 'Mg']",1.32484
C2Mg2,aflow:bde50b7c262c8d62,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/14,225,cF8,"['C', 'Mg']",1.32579
C4Mg4,aflow:c4fe1a149e48f38c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/195,225,cF8,"['C', 'Mg']",1.32546
C2Mg2,aflow:dbe28badb973057b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/77,225,cF8,"['C', 'Mg']",1.32624
C1Mn1,aflow:0ad606ed1c0d0652,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/720.AB,225,cF8,"['C', 'Mn']",0.309524
C2Mn2,aflow:0d6d1baf4d261ae4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/197,225,cF8,"['C', 'Mn']",0.308829
C1Mn1,aflow:12c900a6cb2f67d3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/201,225,cF8,"['C', 'Mn']",0.309524
C2Mn2,aflow:1e6dfe21c47cd622,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/448,225,cF8,"['C', 'Mn']",0.309429
C2Mn2,aflow:44fd6695de2f4772,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/196,225,cF8,"['C', 'Mn']",0.309065
C8Mn8,aflow:5a6d104b3953086b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Mn']",0.309436
C1Mn1,aflow:78f30e4428ebd929,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/720.BA,225,cF8,"['C', 'Mn']",0.309524
C2Mn2,aflow:8db72812f86d21f5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/14,225,cF8,"['C', 'Mn']",0.309173
C2Mn2,aflow:92c77174c3690a9b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/77,225,cF8,"['C', 'Mn']",0.310319
C2Mn2,aflow:9c2dcf0c740b2593,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/20,225,cF8,"['C', 'Mn']",0.309837
C2Mn2,aflow:b01b47cc68a9d541,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/119,225,cF8,"['C', 'Mn']",0.309217
C1Mn1,aflow:bf6ffc718653b2ed,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/4,225,cF8,"['C', 'Mn']",0.309675
C2Mn2,aflow:bfab11e64c5e4171,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/71,225,cF8,"['C', 'Mn']",0.308948
C1Mo1,aflow:2681365ead45dc92,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMo_pv/720.BA,225,cF8,"['C', 'Mo']",0.212185
C1Mo1,aflow:4a15609e7db69ef1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMo_pv/720.AB,225,cF8,"['C', 'Mo']",0.212185
C1Mo1,aflow:7b24175c455986fe,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMo_pv/ICSD_43523.AB,225,cF8,"['C', 'Mo']",0.212185
C1Mo1,aflow:7c4604b1a2705be0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMo_pv/201,225,cF8,"['C', 'Mo']",0.212185
C1Mo1,aflow:b277e5beb3212b58,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMo_pv/4,225,cF8,"['C', 'Mo']",0.212212
C2Mo2,aflow:d5f4eb021a4814d2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMo_pv/119,225,cF8,"['C', 'Mo']",0.214948
C8Mo8,aflow:f69e3fdd18342b74,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMo_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Mo']",0.213787
C1Na1,aflow:58c5d3054d2d7930,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNa_sv/201,225,cF8,"['C', 'Na']",2.49287
C1Na1,aflow:e06b039a3f7aee82,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNa_sv/720.AB,225,cF8,"['C', 'Na']",2.49287
C1Na1,aflow:f884cc8a7bb2c682,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNa_sv/720.BA,225,cF8,"['C', 'Na']",2.49299
C2Nb2,aflow:060ed80564c41004,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/74,225,cF8,"['C', 'Nb']",-0.544209
C2Nb2,aflow:25e1b79d8760d8a7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/14,225,cF8,"['C', 'Nb']",-0.549057
C1Nb1,aflow:2639f075621ed57a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/ICSD_44496.AB,225,cF8,"['C', 'Nb']",-0.542614
C1Nb1,aflow:4553463d045385b2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/ICSD_155164.AB,225,cF8,"['C', 'Nb']",-0.542614
C2Nb2,aflow:491f9544a6590044,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/448,225,cF8,"['C', 'Nb']",-0.544519
C1Nb1,aflow:54afab7ce23a0015,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/720.AB,225,cF8,"['C', 'Nb']",-0.542618
C2Nb2,aflow:5eb44ddd40c67f1f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/119,225,cF8,"['C', 'Nb']",-0.544139
C1Nb1,aflow:667cdc34d29a6a0f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/720.BA,225,cF8,"['C', 'Nb']",-0.542614
C1Nb1,aflow:90c33e8683590af5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/ICSD_26955.AB,225,cF8,"['C', 'Nb']",-0.542614
C2Nb2,aflow:949b754227969d87,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/71,225,cF8,"['C', 'Nb']",-0.548568
C1Nb1,aflow:a172b6019c70651f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/4,225,cF8,"['C', 'Nb']",-0.542917
C1Nb1,aflow:aa76acc5d2c7fd57,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/201,225,cF8,"['C', 'Nb']",-0.542719
C3Nb3,aflow:add3c9ae1ab32d90,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/136,225,cF8,"['C', 'Nb']",-0.548735
C1Nb1,aflow:cc651d2e76105e10,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/ICSD_44355.AB,225,cF8,"['C', 'Nb']",-0.542614
C1Nb1,aflow:ce23c1f616dd0610,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/ICSD_601142.AB,225,cF8,"['C', 'Nb']",-0.542618
C4Nb4,aflow:dc952582ffbb8259,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/256,225,cF8,"['C', 'Nb']",-0.542754
C2Nb2,aflow:dd0352003ba2c355,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/77,225,cF8,"['C', 'Nb']",-0.544726
C2Nb2,aflow:f28a67c9eeeb0e09,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/20,225,cF8,"['C', 'Nb']",-0.54387
C8Nb8,aflow:febb68e476b77e4d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Nb']",-0.544768
C1Ni1,aflow:6d16ec700d8e923e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNi_pv/4,225,cF8,"['C', 'Ni']",1.10242
C1Ni1,aflow:a9bcdc3041754651,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNi_pv/201,225,cF8,"['C', 'Ni']",1.1003
C1Ni1,aflow:ae16e80685cb88e0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNi_pv/720.BA,225,cF8,"['C', 'Ni']",1.10133
C1Ni1,aflow:d8bbf4400409eea4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNi_pv/720.AB,225,cF8,"['C', 'Ni']",1.10133
C1Os1,aflow:65af9f667757139e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/COs_pv/201,225,cF8,"['C', 'Os']",1.38649
C1Os1,aflow:788c729d763ad4f3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/COs_pv/720.AB,225,cF8,"['C', 'Os']",1.38649
C1Os1,aflow:bbd7d57ac0650e12,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/COs_pv/720.BA,225,cF8,"['C', 'Os']",1.38649
C1P1,aflow:221e27ddefb4151a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CP/4,225,cF8,"['C', 'P']",1.18571
C1P1,aflow:36952fad3499d31e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CP/201,225,cF8,"['C', 'P']",1.18569
C1P1,aflow:3994c452996e01b3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CP/720.AB,225,cF8,"['C', 'P']",1.18569
C1P1,aflow:b711f85af066d9b0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CP/720.BA,225,cF8,"['C', 'P']",1.18569
C2Pb2,aflow:5ec8c8ab2a536e68,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/448,225,cF8,"['C', 'Pb']",1.81135
C2Pb2,aflow:5f380137dd881c6a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/20,225,cF8,"['C', 'Pb']",1.80963
C1Pb1,aflow:973b193dd6bdc1da,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/720.AB,225,cF8,"['C', 'Pb']",1.81176
C1Pb1,aflow:b71fcf7ac3ba1474,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/4,225,cF8,"['C', 'Pb']",1.81178
C1Pb1,aflow:cab6ecc35db6d1b8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/201,225,cF8,"['C', 'Pb']",1.81176
C2Pb2,aflow:dffb3aac8bb95e6d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/119,225,cF8,"['C', 'Pb']",1.8096
C1Pb1,aflow:ef3b85baeb8d74c9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/720.BA,225,cF8,"['C', 'Pb']",1.81176
C2Pb2,aflow:f43184b6ad0ac1ca,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPb_d/77,225,cF8,"['C', 'Pb']",1.81402
C1Pd1,aflow:1853fed4b441fa09,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPd_pv/720.BA,225,cF8,"['C', 'Pd']",1.49112
C1Pd1,aflow:9a32e393fe53a94b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPd_pv/720.AB,225,cF8,"['C', 'Pd']",1.49112
C1Pd1,aflow:dbe6478da484b0dc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPd_pv/4,225,cF8,"['C', 'Pd']",1.49117
C1Pd1,aflow:ed7e078c2c0315c6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPd_pv/201,225,cF8,"['C', 'Pd']",1.49112
C1Pt1,aflow:23de2f138f8eaf25,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPt/4,225,cF8,"['C', 'Pt']",1.47657
C1Pt1,aflow:2530fd0195050f1f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPt/720.BA,225,cF8,"['C', 'Pt']",1.47654
C1Pt1,aflow:c1239a1be07e9833,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPt/201,225,cF8,"['C', 'Pt']",1.47654
C1Pt1,aflow:e1a5cb54d7eb729d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CPt/720.AB,225,cF8,"['C', 'Pt']",1.47654
C2Rb2,aflow:04f1c251b6808e86,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/71,225,cF8,"['C', 'Rb']",2.30436
C2Rb2,aflow:0639a67d14db49eb,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/196,225,cF8,"['C', 'Rb']",2.30218
C2Rb2,aflow:0833aa3dcc42548a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/119,225,cF8,"['C', 'Rb']",2.30427
C1Rb1,aflow:089cb0a77466a3b5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/720.BA,225,cF8,"['C', 'Rb']",2.30427
C1Rb1,aflow:1d997472f32e4304,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/720.AB,225,cF8,"['C', 'Rb']",2.30427
C2Rb2,aflow:3eff9af62de9ee47,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/447,225,cF8,"['C', 'Rb']",2.30416
C1Rb1,aflow:3e0f7ec938c5a8c2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/201,225,cF8,"['C', 'Rb']",2.30427
C2Rb2,aflow:6a570386f19ad726,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/77,225,cF8,"['C', 'Rb']",2.30426
C2Rb2,aflow:96f5bb32aad385db,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/74,225,cF8,"['C', 'Rb']",2.30427
C3Rb3,aflow:a6968d6c87126e41,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/136,225,cF8,"['C', 'Rb']",2.30424
C2Rb2,aflow:b57b46426e2b0f46,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/448,225,cF8,"['C', 'Rb']",2.30429
C2Rb2,aflow:b5d9ed5385d3859b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/14,225,cF8,"['C', 'Rb']",2.30425
C4Rb4,aflow:d268f19fce06e65d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/256,225,cF8,"['C', 'Rb']",2.30427
C2Rb2,aflow:ec784392af1e694c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/197,225,cF8,"['C', 'Rb']",2.30431
C1Rb1,aflow:f59a9eb08ed437a1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/4,225,cF8,"['C', 'Rb']",2.30427
C1Re1,aflow:401cecb8f4293b05,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRe_pv/720.AB,225,cF8,"['C', 'Re']",0.936073
C1Re1,aflow:4edccf6defd5ffd5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRe_pv/720.BA,225,cF8,"['C', 'Re']",0.936073
C1Re1,aflow:d5c915940dec0dd9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRe_pv/201,225,cF8,"['C', 'Re']",0.936073
C1Rh1,aflow:3ab2ac2944a0fa73,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRh_pv/720.BA,225,cF8,"['C', 'Rh']",1.08719
C1Rh1,aflow:3f92566875817608,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRh_pv/201,225,cF8,"['C', 'Rh']",1.08719
C1Rh1,aflow:be9305538dc73eb9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRh_pv/720.AB,225,cF8,"['C', 'Rh']",1.08719
C1Ru1,aflow:32cefcad1eab10a9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRu_pv/720.BA,225,cF8,"['C', 'Ru']",0.9054
C1Ru1,aflow:39535a6a8b791c08,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRu_pv/720.AB,225,cF8,"['C', 'Ru']",0.9054
C1Ru1,aflow:52e918ec38633366,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRu_pv/201,225,cF8,"['C', 'Ru']",0.9054
C1Ru1,aflow:a0169179611bf672,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRu_pv/4,225,cF8,"['C', 'Ru']",0.905428
C1Sb1,aflow:327537a9b6e35390,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSb/720.BA,225,cF8,"['C', 'Sb']",1.35775
C1Sb1,aflow:377fb8fa2435f18e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSb/720.AB,225,cF8,"['C', 'Sb']",1.35775
C1Sb1,aflow:7ec2e1ac83071ec8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSb/201,225,cF8,"['C', 'Sb']",1.35775
C1Sb1,aflow:bc13ec8b98af05b5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSb/4,225,cF8,"['C', 'Sb']",1.35775
C2Sc2,aflow:18e3a4ca764181e4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/14,225,cF8,"['C', 'Sc']",-0.135792
C3Sc3,aflow:23af3adaaa67d862,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/136,225,cF8,"['C', 'Sc']",-0.136684
C8Sc8,aflow:403d76d901c46939,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Sc']",-0.142041
C2Sc2,aflow:48a9c701ec25a8df,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/447,225,cF8,"['C', 'Sc']",-0.141912
C2Sc2,aflow:4a3666c689f30e41,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/119,225,cF8,"['C', 'Sc']",-0.139065
C1Sc1,aflow:4abee2d5b9e8b8e0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/720.BA,225,cF8,"['C', 'Sc']",-0.141558
C2Sc2,aflow:6a9a7d74c28b8b2f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/71,225,cF8,"['C', 'Sc']",-0.138687
C1Sc1,aflow:91f57e636b900282,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/720.AB,225,cF8,"['C', 'Sc']",-0.14156
C2Sc2,aflow:980a359388e8ca3e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/448,225,cF8,"['C', 'Sc']",-0.141912
C1Sc1,aflow:b229b8f278353f2d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/4,225,cF8,"['C', 'Sc']",-0.14155
C2Sc2,aflow:ba1bb960b115401e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/20,225,cF8,"['C', 'Sc']",-0.14274
C2Sc2,aflow:dd79c4af611e7dcc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/74,225,cF8,"['C', 'Sc']",-0.139056
C1Sc1,aflow:ea12487434d5db82,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/201,225,cF8,"['C', 'Sc']",-0.14156
C2Sc2,aflow:f4e33ccb22241045,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/196,225,cF8,"['C', 'Sc']",-0.138746
C2Sc2,aflow:f7a7599c000c4a81,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/77,225,cF8,"['C', 'Sc']",-0.1425
C4Sc4,aflow:fd5c5403ef4e4a93,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/256,225,cF8,"['C', 'Sc']",-0.140642
C1Se1,aflow:2731dd63c9ffacef,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSe/4,225,cF8,"['C', 'Se']",1.92352
C1Se1,aflow:752ed53755f0762e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSe/720.AB,225,cF8,"['C', 'Se']",1.9235
C1Se1,aflow:db5694ab69fe1311,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSe/201,225,cF8,"['C', 'Se']",1.9235
C1Se1,aflow:ef636bd6528e6bcd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSe/720.BA,225,cF8,"['C', 'Se']",1.9235
C1Si1,aflow:03fd9a034edc5209,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/4,225,cF8,"['C', 'Si']",0.534812
C1Si1,aflow:0e5c7dd4d4402dff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Si1_ICSD_182362,225,cF8,"['C', 'Si']",0.535123
